epoch,accuracy,loss,val_accuracy,val_loss
0,0.5023360848426819,0.6933103799819946,0.5042917728424072,0.6929677724838257
1,0.502869725227356,0.6931228041648865,0.5053135752677917,0.6929370760917664
2,0.507956326007843,0.6929311752319336,0.5064262747764587,0.6928281784057617
3,0.508546769618988,0.6928945779800415,0.5035651326179504,0.6928408145904541
4,0.5072353482246399,0.692964494228363,0.5063581466674805,0.6928418278694153
5,0.5075418949127197,0.6928883194923401,0.5038375854492188,0.6930925846099854
6,0.5094209909439087,0.6927765011787415,0.5052908658981323,0.6934603452682495
7,0.5096594095230103,0.6927177309989929,0.505018413066864,0.6929260492324829
8,0.51165771484375,0.6927434206008911,0.5054952502250671,0.692915141582489
9,0.5092393159866333,0.6927312016487122,0.512035071849823,0.6927304863929749
10,0.5117258429527283,0.6926068067550659,0.5126481652259827,0.6925302147865295
11,0.5119585990905762,0.6925613880157471,0.5123529434204102,0.6926410794258118
12,0.5112433433532715,0.6925455927848816,0.5096961855888367,0.6926658749580383
13,0.5104939341545105,0.6924867033958435,0.5117625594139099,0.6926201581954956
14,0.5108799934387207,0.6925036311149597,0.5138517022132874,0.6924821138381958
15,0.5136106610298157,0.6923387050628662,0.5141468644142151,0.69240802526474
16,0.5133267641067505,0.6923823356628418,0.5080385208129883,0.6930088400840759
17,0.5137411952018738,0.6922109723091125,0.5123075246810913,0.692462146282196
18,0.515790581703186,0.6921532154083252,0.509968638420105,0.6927762031555176
19,0.5140818357467651,0.6921402215957642,0.5133066773414612,0.692448079586029
20,0.5137468576431274,0.6920986175537109,0.5154865980148315,0.6923272609710693
21,0.5154045820236206,0.6919835805892944,0.5133066773414612,0.6924890279769897
22,0.5152001976966858,0.691920816898346,0.5106045007705688,0.6927192211151123
23,0.5161141753196716,0.6919135451316833,0.5145102143287659,0.6922446489334106
24,0.5153307914733887,0.6918197870254517,0.51335209608078,0.6923340559005737
25,0.5168919563293457,0.6915906071662903,0.5114900469779968,0.6924647688865662
26,0.5186518430709839,0.6915509700775146,0.5147145390510559,0.6924921870231628
27,0.518419086933136,0.6914974451065063,0.5144193768501282,0.6923722624778748
28,0.5190889239311218,0.6914119124412537,0.5168718099594116,0.6923300623893738
29,0.5192649364471436,0.6913639903068542,0.5126254558563232,0.6926701664924622
30,0.5182430744171143,0.6914314031600952,0.5131477117538452,0.6923765540122986
31,0.5190775990486145,0.691259503364563,0.513874351978302,0.6921293139457703
32,0.5204797983169556,0.6910159587860107,0.5178936123847961,0.6921049356460571
33,0.5202811360359192,0.6911035776138306,0.5168718099594116,0.6920017004013062
34,0.521439254283905,0.6910029649734497,0.5191198587417603,0.6921941637992859
35,0.5207977294921875,0.690893828868866,0.5201417207717896,0.6918821930885315
36,0.5211894512176514,0.6908178925514221,0.514623761177063,0.6921115517616272
37,0.5232956409454346,0.6906197667121887,0.5163949131965637,0.692306637763977
38,0.5214789509773254,0.6906457543373108,0.5189836025238037,0.6919623613357544
39,0.5217628479003906,0.690640926361084,0.5190063118934631,0.6920421123504639
40,0.5215243697166443,0.6905174851417542,0.5170534253120422,0.6920182704925537
41,0.523505687713623,0.6904157996177673,0.5156455636024475,0.6920429468154907
42,0.5226370692253113,0.6903828382492065,0.5151687264442444,0.6921880841255188
43,0.5239428281784058,0.6903140544891357,0.5171669721603394,0.6920129060745239
44,0.5224838256835938,0.6902251243591309,0.5141241550445557,0.6924225091934204
45,0.5225405693054199,0.6902434825897217,0.5199827551841736,0.6919366717338562
