epoch,accuracy,loss,val_accuracy,val_loss
0,0.52891976,0.6908970259373659,0.535298,0.6896038298021409
1,0.5329597,0.6900658253432894,0.5287624,0.6899410019937623
2,0.53311414,0.689745972397859,0.53697175,0.6889830685931226
3,0.5337368,0.689398901063617,0.5363939,0.6886490825605608
4,0.5348975,0.6890498152441062,0.53908384,0.6884548032547679
5,0.53553516,0.6887755537018829,0.5405384,0.6881055785626418
6,0.5365812,0.6886963737854498,0.53900415,0.6880749859700992
7,0.5373135,0.6885551468426776,0.5413753,0.6877926897833503
8,0.53796107,0.6884052058228722,0.5361747,0.6891335724601402
9,0.5381205,0.6882029006429448,0.5409967,0.6876895405245376
10,0.5390969,0.6881455094212331,0.54008013,0.6876498582978949
11,0.53972954,0.6879981520229438,0.54316854,0.6876885661613393
12,0.5397793,0.6878889262383776,0.5422121,0.6874526754453059
13,0.53937584,0.6877175366407302,0.54310876,0.687234350458112
14,0.5399885,0.6876322199073288,0.5403391,0.68802443075981
15,0.53945553,0.687676595897466,0.54157454,0.6871918887039498
16,0.54124385,0.6874112302349787,0.5429494,0.6875407283774104
17,0.5404817,0.6873498153082593,0.5404388,0.6875388176142807
18,0.5418416,0.6873051650669807,0.5423317,0.6874359190163544
19,0.5412538,0.6872364153336219,0.5450216,0.6872441172587916
20,0.53987896,0.6871351676654238,0.5424911,0.6876848739489049
21,0.5413684,0.6869041414004803,0.5435272,0.6870798868780691
22,0.54170716,0.6869735477608985,0.5434674,0.6871824449799936
23,0.5416374,0.6868526753504792,0.5403192,0.6874574575936404
24,0.54286784,0.6867756727775122,0.5397214,0.687756168927114
25,0.54286283,0.6867528651561674,0.5453205,0.6874561505563104
26,0.5431219,0.6867094932467932,0.54277,0.6872832521540585
27,0.54363996,0.6864005435581697,0.54177374,0.6873163469564058
28,0.5443274,0.6863995838433696,0.5432283,0.6873658778746452
29,0.5437695,0.6862882460412797,0.54271024,0.6876377189753456
30,0.543889,0.6862726417884526,0.5402395,0.6875761355518508
31,0.5451842,0.686140446948656,0.54253095,0.6871833707445096
