Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1995-07-10,6.679041624069214,6.926413536071777,6.679041624069214,6.926413536071777,5438000,0.0,0.0
1995-07-11,7.103108375072479,7.103108375072479,6.997091832160949,7.067769527435303,4907000,0.0,0.0
1995-07-12,7.067766143944845,7.385815620422363,7.032427313225121,7.385815620422363,1055800,0.0,0.0
1995-07-13,7.350476789702639,7.421154451142087,7.315137958982914,7.385815620422363,1373600,0.0,0.0
1995-07-14,7.350480556488037,7.3858194053173065,7.315141707658768,7.350480556488037,985600,0.0,0.0
1995-07-17,7.350479089119585,7.350479089119585,7.279801405570358,7.315140247344971,947600,0.0,0.0
1995-07-18,7.315140058498572,7.315140058498572,7.1031070133247,7.138445854187012,727400,0.0,0.0
1995-07-19,7.103106533853631,7.103106533853631,6.608362795177259,6.71437931060791,558200,0.0,0.0
1995-07-20,6.643704913911366,6.679043769836426,6.643704913911366,6.679043769836426,464600,0.0,0.0
1995-07-21,6.7143831846009885,6.891077478932593,6.7143831846009885,6.820399761199951,721200,0.0,0.0
1995-07-24,6.820399761199951,6.926416337798914,6.820399761199951,6.820399761199951,509000,0.0,0.0
1995-07-25,6.8557353019714355,6.997090669022392,6.820396460208696,6.8557353019714355,847000,0.0,0.0
1995-07-26,6.926416491987693,7.1031107902526855,6.926416491987693,7.1031107902526855,1584800,0.0,0.0
1995-07-27,7.067770633882689,7.27980375289917,7.067770633882689,7.27980375289917,2082600,0.0,0.0
1995-07-28,7.279802270131569,7.7392072677612305,7.1737857322170315,7.7392072677612305,14640800,0.0,0.0
1995-07-31,7.703868804154573,7.703868804154573,7.4918357178016945,7.633191108703613,2544600,0.0,0.0
1995-08-01,7.597848316873183,7.597848316873183,7.491831828730767,7.527170658111572,1956000,0.0,0.0
1995-08-02,7.527172642975605,7.527172642975605,7.138445417282029,7.173784255981445,2307600,0.0,0.0
1995-08-03,7.103108614683151,7.350480556488037,7.103108614683151,7.350480556488037,1762800,0.0,0.0
1995-08-04,7.279800772079693,7.315139610779109,7.067767739883197,7.173784255981445,903800,0.0,0.0
1995-08-07,7.1384496499056835,7.1384496499056835,7.032433070946689,7.1031107902526855,837000,0.0,0.0
1995-08-08,7.067770454751787,7.103109307025545,7.032431602478027,7.032431602478027,729000,0.0,0.0
1995-08-09,7.032430069787162,7.032430069787162,6.891074691499982,6.926413536071777,586600,0.0,0.0
1995-08-10,6.92641549158578,7.103109764330315,6.92641549158578,6.997093200683594,1319400,0.0,0.0
1995-08-11,6.997091832160949,7.138447222709655,6.997091832160949,7.067769527435303,1152000,0.0,0.0
1995-08-14,7.067768914358956,7.067768914358956,6.855735846928187,6.926413536071777,379800,0.0,0.0
1995-08-15,6.926410723458692,6.997088383902148,6.926410723458692,6.96174955368042,349600,0.0,0.0
1995-08-16,7.032432055232501,7.067770909781408,6.961754346134687,6.997093200683594,440200,0.0,0.0
1995-08-17,6.99709421129369,7.1031107902526855,6.961755351640692,7.1031107902526855,410600,0.0,0.0
1995-08-18,7.103107758930751,7.103107758930751,6.891074691499982,6.926413536071777,598800,0.0,0.0
1995-08-21,6.961751827259653,7.032429510785132,6.8557353019714355,6.8557353019714355,440400,0.0,0.0
1995-08-22,6.891075521707535,6.926414370536804,6.714381277561188,6.785058975219727,444200,0.0,0.0
1995-08-23,6.820399193536668,6.820399193536668,6.537688346136184,6.679043769836426,193200,0.0,0.0
1995-08-24,6.679043216090049,6.679043216090049,6.537687804109307,6.573026657104492,1284000,0.0,0.0
1995-08-25,6.573027202061245,6.749721481686547,6.467010634286064,6.679043769836426,733400,0.0,0.0
1995-08-28,6.679043216090049,6.679043216090049,6.502348951114121,6.573026657104492,447600,0.0,0.0
1995-08-29,6.5730270635886265,6.5730270635886265,6.396332787685707,6.467010498046875,368600,0.0,0.0
1995-08-30,6.396330967464962,6.6437028833337735,6.396330967464962,6.537686347961426,398000,0.0,0.0
1995-08-31,6.573023836880444,6.608362674713135,6.5376849990477535,6.608362674713135,417400,0.0,0.0
1995-09-01,6.573024820774159,6.6790413501414845,6.573024820774159,6.643702507019043,594600,0.0,0.0
1995-09-05,6.714382625761487,6.749721481686547,6.608366057986305,6.679043769836426,487600,0.0,0.0
1995-09-06,6.7143793505523846,6.78505702792662,6.679040511865267,6.749718189239502,476400,0.0,0.0
1995-09-07,6.714382069085234,6.714382069085234,6.537687804109307,6.573026657104492,618000,0.0,0.0
1995-09-08,6.573026657104492,6.608365510099678,6.537687804109307,6.573026657104492,1015600,0.0,0.0
1995-09-11,6.573023956700375,6.785056987561678,6.537685118223491,6.71437931060791,279000,0.0,0.0
1995-09-12,6.714381277561188,6.785058975219727,6.6083647310733795,6.785058975219727,290000,0.0,0.0
1995-09-13,6.891075134277344,7.032430521647136,6.891075134277344,6.891075134277344,325000,0.0,0.0
1995-09-14,6.891074691499982,6.926413536071777,6.820397002356392,6.926413536071777,491800,0.0,0.0
1995-09-15,6.997093200683594,7.032432055232501,6.92641549158578,6.997093200683594,1108600,0.0,0.0
1995-09-18,6.997092750204269,7.032431602478027,6.961753897930509,7.032431602478027,609400,0.0,0.0
1995-09-19,6.997092750204269,7.032431602478027,6.961753897930509,7.032431602478027,581600,0.0,0.0
