Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.0,0.16068295660624055,0.15229949355125427,0.15229949355125427,1401600,0.0,0.0
1980-03-18,0.0,0.14810794092804777,0.14601166073473515,0.14671078324317932,1459200,0.0,0.0
1980-03-19,0.0,0.15090231597423553,0.14810801519353511,0.15090231597423553,1296000,0.0,0.0
1980-03-20,0.0,0.14950507261908205,0.14810793101787567,0.14810793101787567,422400,0.0,0.0
1980-03-21,0.0,0.14810793101787567,0.146011650964829,0.14810793101787567,220800,0.0,0.0
1980-03-24,0.0,0.14601173459600517,0.14251885460710795,0.1446145921945572,518400,0.0,0.0
1980-03-25,0.0,0.14601163641399953,0.14112160132165574,0.1425187587738037,422400,0.0,0.0
1980-03-26,0.0,0.14112167997083871,0.13972453773021698,0.13972453773021698,518400,0.0,0.0
1980-03-27,0.0,0.1376282424365363,0.12994390494485575,0.13134105503559113,892800,0.0,0.0
1980-03-28,0.0,0.13692961633205414,0.13343673830814348,0.13692961633205414,1152000,0.0,0.0
1980-03-31,0.0,0.15090231597423553,0.1474094360008138,0.15090231597423553,1420800,0.0,0.0
1980-04-01,0.0,0.152998072832005,0.14950517642825134,0.15229949355125427,864000,0.0,0.0
1980-04-02,0.0,0.1529979053324698,0.15160074830055237,0.15160074830055237,345600,0.0,0.0
1980-04-03,0.0,0.15579278767108917,0.15090220910931945,0.15579278767108917,374400,0.0,0.0
1980-04-07,0.0,0.15579282868574792,0.15299798548221588,0.15299798548221588,355200,0.0,0.0
1980-04-08,0.0,0.15369654837395547,0.15299798548221588,0.15299798548221588,28800,0.0,0.0
1980-04-09,0.0,0.15299798548221588,0.15160082771838138,0.15299798548221588,115200,0.0,0.0
1980-04-10,0.0,0.15509434564385802,0.15229950071326098,0.1543952226638794,364800,0.0,0.0
1980-04-11,0.0,0.15369656682014465,0.1529980038445657,0.15369656682014465,124800,0.0,0.0
1980-04-14,0.0,0.15369646785825922,0.15020359126863495,0.15160074830055237,662400,0.0,0.0
1980-04-15,0.0,0.15090231597423553,0.15090231597423553,0.15090231597423553,249600,0.0,0.0
1980-04-16,0.0,0.14950510025141214,0.14531309902668,0.14531309902668,412800,0.0,0.0
1980-04-17,0.0,0.14461455067894066,0.14112165570259094,0.14112165570259094,393600,0.0,0.0
1980-04-18,0.0,0.1446145921945572,0.14251885460710795,0.1446145921945572,326400,0.0,0.0
1980-04-21,0.0,0.14740942418575287,0.14601172224605538,0.14740942418575287,374400,0.0,0.0
1980-04-22,0.0,0.15229949355125427,0.1481080338569367,0.15229949355125427,326400,0.0,0.0
1980-04-23,0.0,0.15788857638835907,0.15439515370447043,0.15788857638835907,470400,0.0,0.0
1980-04-24,0.0,0.16208000481128693,0.15788854755732082,0.16208000481128693,480000,0.0,0.0
1980-04-25,0.0,0.15928573439153315,0.15718999738677203,0.15788857638835907,316800,0.0,0.0
1980-04-28,0.0,0.16208005432492342,0.1592857539653778,0.1592857539653778,288000,0.0,0.0
1980-04-29,0.0,0.1606829121402418,0.1585871748779458,0.1592857539653778,643200,0.0,0.0
1980-04-30,0.0,0.16417637467384338,0.15928579221152236,0.16417637467384338,672000,0.0,0.0
