Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21,0.0,5.046772773039408,4.935241883027487,4.991007328033447,4300,0.0,0
1973-02-22,0.0,5.018889904022217,4.93524173895518,5.018889904022217,4000,0.0,0
1973-02-23,0.0,5.018890012394299,4.907359123229981,4.9073591232299805,3500,0.0,0
1973-02-26,0.0,4.935242958068847,4.851594772338867,4.879477500915527,2200,0.0,0
1973-02-27,0.0,4.8794740854307666,4.795825958251953,4.795825958251953,6400,0.0,0
1973-02-28,0.0,4.8515936404983435,4.795828196354685,4.823710918426514,2200,0.0,0
1973-03-01,0.0,4.879476362570173,4.795828196354685,4.823710918426514,6200,0.0,0
1973-03-02,0.0,4.879476695225156,4.823711247279726,4.851593971252441,3100,0.0,0
1973-03-05,0.0,4.907357135450984,4.572764603488417,4.628530025482178,27800,0.0,0
1973-03-06,0.0,4.712178021847845,4.656412601470947,4.656412601470947,7900,0.0,0
1973-03-07,0.0,4.767945435467888,4.684297269933364,4.740062713623047,4400,0.0,0
1973-03-08,0.0,4.823710879157571,4.684297269933364,4.740062713623047,14200,0.0,0
1973-03-09,0.0,4.767943442224743,4.656412601470947,4.656412601470947,3600,0.0,0
1973-03-12,0.0,4.656415439233547,4.57276725769043,4.57276725769043,4800,0.0,0
1973-03-13,0.0,4.767945583050067,4.572766524094801,4.712180137634277,8400,0.0,0
1973-03-14,0.0,4.740062526294164,4.628531643322536,4.68429708480835,9500,0.0,0
1973-03-15,0.0,4.76794524703707,4.68429708480835,4.68429708480835,6600,0.0,0
1973-03-16,0.0,4.767943580466581,4.628530025482178,4.628530025482178,5900,0.0,0
1973-03-19,0.0,4.684297041459517,4.600648880004883,4.600648880004883,5900,0.0,0
1973-03-20,0.0,4.57276693004772,4.5170014796812845,4.544884204864502,6300,0.0,0
1973-03-21,0.0,4.544884204864502,4.5170014796812845,4.544884204864502,5700,0.0,0
1973-03-22,0.0,4.544883350156388,4.433352470397949,4.433352470397949,7000,0.0,0
1973-03-23,0.0,4.461233139038086,4.377585017681122,4.461233139038086,10400,0.0,0
1973-03-26,0.0,4.517000198364258,4.461234763816551,4.517000198364258,5700,0.0,0
1973-03-27,0.0,4.544882915638111,4.461234763816551,4.517000198364258,8300,0.0,0
1973-03-28,0.0,4.572765632911964,4.489117481090404,4.517000198364258,3500,0.0,0
1973-03-29,0.0,4.600649984871469,4.461236348966272,4.57276725769043,34400,0.0,0
1973-03-30,0.0,4.628531600489761,4.572766159520005,4.600648880004883,3400,0.0,0
1973-04-02,0.0,4.628531509975217,4.433352470397949,4.433352470397949,19000,0.0,0
1973-04-03,0.0,4.433352470397949,4.405469750458339,4.433352470397949,7700,0.0,0
1973-04-04,0.0,4.433349994512705,4.349701881408691,4.349701881408691,17200,0.0,0
1973-04-05,0.0,4.377587795257568,4.2939396208258955,4.377587795257568,7400,0.0,0
1973-04-06,0.0,4.377586164782124,4.293938021506032,4.3218207359313965,9300,0.0,0
1973-04-09,0.0,4.489115846157074,4.349702310562134,4.461233139038086,5500,0.0,0
1973-04-10,0.0,4.4891179102771686,4.37758703051873,4.433352470397949,22500,0.0,0
1973-04-11,0.0,4.461235190337559,4.433352470397949,4.433352470397949,10800,0.0,0
1973-04-12,0.0,4.489115846157074,4.40546772480011,4.461233139038086,22900,0.0,0
1973-04-13,0.0,4.600649984871469,4.517001803328351,4.57276725769043,7600,0.0,0
1973-04-16,0.0,4.628531600489761,4.544883439035127,4.600648880004883,3000,0.0,0
1973-04-17,0.0,4.6842954474759395,4.628530025482178,4.628530025482178,1900,0.0,0
1973-04-18,0.0,4.712180137634277,4.656414692218487,4.712180137634277,1800,0.0,0
1973-04-19,0.0,4.963125686645507,4.712181129455566,4.879477500915527,7000,0.0,0
1973-04-23,0.0,5.018887923935712,4.907357081181586,4.935239791870117,18900,0.0,0
1973-04-24,0.0,4.963125686645507,4.879477500915527,4.879477500915527,5400,0.0,0
1973-04-25,0.0,4.8320035541758815,4.718974231271183,4.803746223449707,3800,0.29,0
1973-04-26,0.0,4.8320035541758815,4.775488892723532,4.803746223449707,3100,0.0,0
1973-04-27,0.0,4.860260884902056,4.775488892723532,4.803746223449707,3800,0.0,0
1973-04-30,0.0,4.86025933992295,4.747230052947998,4.747230052947998,5700,0.0,0
1973-05-01,0.0,4.860261815539479,4.775489807128906,4.775489807128906,6900,0.0,0
1973-05-02,0.0,4.860259056091309,4.747229775717092,4.860259056091309,5000,0.0,0
1973-05-03,0.0,4.916776180267334,4.8037468427899235,4.916776180267334,3800,0.0,0
1973-05-04,0.0,5.114578665301787,4.9732919618404114,5.058063983917236,6800,0.0,0
1973-05-07,0.0,5.086320186483449,4.916776180267334,4.916776180267334,5100,0.0,0
1973-05-08,0.0,4.916776180267334,4.860261511528629,4.916776180267334,8300,0.0,0
1973-05-09,0.0,4.94503396094879,4.888519287109375,4.888519287109375,2500,0.0,0
1973-05-10,0.0,4.945033514636686,4.888518845897981,4.916776180267334,13700,0.0,0
1973-05-11,0.0,4.916776180267334,4.888518845897981,4.916776180267334,6700,0.0,0
1973-05-14,0.0,4.832004479402621,4.690717798718334,4.775489807128906,10900,0.0,0
1973-05-15,0.0,4.803744696435475,4.690715409460522,4.747230052947998,9800,0.0,0
1973-05-16,0.0,4.832002018179213,4.690715409460522,4.747230052947998,4400,0.0,0
1973-05-17,0.0,4.747232402870041,4.718975067138672,4.718975067138672,2000,0.0,0
1973-05-18,0.0,4.69071657863664,4.5776872634887695,4.5776872634887695,8700,0.0,0
1973-05-21,0.0,4.634200421919734,4.549428462982178,4.549428462982178,3900,0.0,0
1973-05-22,0.0,4.634201921062705,4.549429934701801,4.5776872634887695,2100,0.0,0
1973-05-23,0.0,4.690716662058016,4.549430015610485,4.634202003479004,6500,0.0,0
1973-05-24,0.0,4.747230052947998,4.690715409460522,4.747230052947998,4600,0.0,0
1973-05-25,0.0,4.860260884902056,4.747231561997357,4.803746223449707,4400,0.0,0
1973-05-29,0.0,4.832004479402621,4.775489807128906,4.775489807128906,2500,0.0,0
1973-05-30,0.0,4.8320035541758815,4.775488892723532,4.803746223449707,6800,0.0,0
1973-05-31,0.0,4.832004479402621,4.775489807128906,4.775489807128906,2700,0.0,0
1973-06-01,0.0,4.832004479402621,4.775489807128906,4.775489807128906,4500,0.0,0
1973-06-04,0.0,4.775489807128906,4.775489807128906,4.775489807128906,2600,0.0,0
1973-06-05,0.0,4.832003116607666,4.775488460273073,4.832003116607666,2700,0.0,0
1973-06-06,0.0,4.888518215628231,4.775488892723532,4.803746223449707,3200,0.0,0
1973-06-07,0.0,4.860261815539479,4.775489807128906,4.775489807128906,2700,0.0,0
1973-06-08,0.0,4.916776624029083,4.860261950189668,4.888519287109375,2900,0.0,0
1973-06-11,0.0,5.001548183375391,4.916776180267334,4.916776180267334,12500,0.0,0
1973-06-12,0.0,4.9450310163719715,4.860259056091309,4.860259056091309,4000,0.0,0
1973-06-13,0.0,4.916776180267334,4.888518845897981,4.916776180267334,1500,0.0,0
1973-06-14,0.0,4.888517772942258,4.747231132105777,4.832003116607666,9400,0.0,0
