Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1990-02-16,0.0,0.05775363763515973,0.05335961379481919,0.05587048456072807,940636800,0.0,0.0
1990-02-20,0.0,0.05775362253189087,0.05398731736796178,0.05775362253189087,151862400,0.0,0.0
1990-02-21,0.0,0.057125928664484245,0.05461505751526765,0.0564982108771801,70531200,0.0,0.0
1990-02-22,0.0,0.05900906774814168,0.05712591484189034,0.057125914841890335,45216000,0.0,0.0
1990-02-23,0.0,0.05775363080354601,0.056498195569095626,0.05681205168366432,44697600,0.0,0.0
1990-02-26,0.0,0.05775364030199806,0.05524276942014694,0.05524276942014694,26928000,0.0,0.0
1990-02-27,0.0,0.05743978486409169,0.0552427753025718,0.0564982108771801,25574400,0.0,0.0
1990-02-28,0.0,0.059636791702786025,0.05649820319312969,0.05838135629892349,67968000,0.0,0.0
1990-03-01,0.0,0.059009057586533895,0.05775362253189087,0.05775362253189087,28425600,0.0,0.0
1990-03-02,0.0,0.059009074000854755,0.05775363859699222,0.05838135629892349,8438400,0.0,0.0
1990-03-05,0.0,0.059009057586533895,0.05775362253189087,0.05775362253189087,2419200,0.0,0.0
1990-03-06,0.0,0.059009057586533895,0.05712590500456935,0.05775362253189087,23904000,0.0,0.0
1990-03-07,0.0,0.0577536464517884,0.05587049308987595,0.0564982108771801,18172800,0.0,0.0
1990-03-08,0.0,0.05712591994368251,0.05587048456072807,0.05587048456072807,33523200,0.0,0.0
1990-03-09,0.0,0.05649820225220529,0.05587048456072807,0.05587048456072807,11145600,0.0,0.0
1990-03-12,0.0,0.05775363247730745,0.05587047957105611,0.057125914841890335,20304000,0.0,0.0
1990-03-13,0.0,0.06026450298432673,0.057125914809045705,0.059009067714214325,53020800,0.0,0.0
1990-03-14,0.0,0.065914666750533,0.059009052537235054,0.06528694927692413,87350400,0.0,0.0
1990-03-15,0.0,0.06528697718486275,0.06151994872933391,0.06214838847517967,38620800,0.0,0.0
1990-03-16,0.0,0.06340380012989044,0.062148365117849574,0.06340380012989044,19929600,0.0,0.0
1990-03-19,0.0,0.065914666750533,0.06151992243167048,0.06528694927692413,43027200,0.0,0.0
1990-03-20,0.0,0.06591466859421063,0.05963677167892456,0.05963677167892456,43228800,0.0,0.0
1990-03-21,0.0,0.06151993696445462,0.05963678409877301,0.060264501720666885,19900800,0.0,0.0
1990-03-22,0.0,0.0615199531756133,0.05587049308987595,0.0564982108771801,43776000,0.0,0.0
1990-03-23,0.0,0.059636791702786025,0.05649820319312969,0.05838135629892349,16905600,0.0,0.0
1990-03-26,0.0596367962625573,0.06089223176240921,0.05900907851263135,0.06089223176240921,41702400,0.0,0.0
1990-03-27,0.06026451324546068,0.06214838847517967,0.05963679550352407,0.06214838847517967,15926400,0.0,0.0
1990-03-28,0.062148394156869506,0.062148394156869506,0.06151995435357093,0.06151995435357094,9792000,0.0,0.0
1990-03-29,0.06151995435357093,0.06151995435357093,0.06026451875492409,0.06151995435357094,16272000,0.0,0.0
1990-03-30,0.06026450298432673,0.06026450298432673,0.057753632444101914,0.059009067714214325,28742400,0.0,0.0
1990-04-02,0.05712590500456935,0.05838134005921238,0.055870469949926324,0.05775362253189087,15868800,0.0,0.0
1990-04-03,0.05712592089506095,0.059009074000854755,0.05712592089506095,0.05838135629892349,8352000,0.0,0.0
1990-04-04,0.058381356298923485,0.059009074000854755,0.058381356298923485,0.05838135629892349,14284800,0.0,0.0
1990-04-05,0.0590090685757831,0.0590090685757831,0.05775363328734057,0.05806748941540718,8323200,0.0,0.0
1990-04-06,0.05775363247730745,0.058381350112724564,0.05712591484189034,0.057125914841890335,10771200,0.0,0.0
1990-04-09,0.0577536464517884,0.0577536464517884,0.0564982108771801,0.0564982108771801,6681600,0.0,0.0
1990-04-10,0.0564982048610725,0.05775364030199806,0.053987333979221376,0.05524276942014694,34790400,0.0,0.0
1990-04-11,0.05524276942014694,0.05587048714060972,0.054615051699684156,0.05524276942014694,24796800,0.0,0.0
1990-04-12,0.05587048456072807,0.05587048456072807,0.054615049177773635,0.05587048456072807,13161600,0.0,0.0
1990-04-16,0.05587048456072807,0.05649820225220529,0.05524276686925085,0.05587048456072807,5616000,0.0,0.0
1990-04-17,0.0552427753025718,0.0564982108771801,0.05461505751526765,0.0564982108771801,6566400,0.0,0.0
1990-04-18,0.05649819720647323,0.05775363247730745,0.05587047957105611,0.057125914841890335,24480000,0.0,0.0
1990-04-19,0.05649818747724784,0.05775362253189087,0.05649818747724784,0.05775362253189087,25142400,0.0,0.0
1990-04-20,0.05775363763515973,0.05775363763515973,0.05587048456072807,0.05587048456072807,8755200,0.0,0.0
1990-04-23,0.05587049308987595,0.057125928664484245,0.0552427753025718,0.0564982108771801,5356800,0.0,0.0
1990-04-24,0.05775363205901508,0.05775363205901508,0.05712591442814434,0.05743977054953575,10281600,0.0,0.0
1990-04-25,0.05775362253189087,0.05838134005921238,0.05775362253189087,0.05775362253189087,6768000,0.0,0.0
1990-04-26,0.05775362253189087,0.059009057586533895,0.05775362253189087,0.05775362253189087,10713600,0.0,0.0
1990-04-27,0.05775363247730745,0.058381350112724564,0.05712591484189034,0.057125914841890335,4204800,0.0,0.0
1990-04-30,0.058381336696591485,0.060892206661257636,0.05775361920542495,0.05963677167892456,34329600,0.0,0.0
1990-05-01,0.06089221893118276,0.06089221893118276,0.059636783695876536,0.0605783574283123,28771200,0.0,0.0
1990-05-02,0.0602644891700911,0.060892206661257636,0.05963677167892456,0.05963677167892456,3139200,0.0,0.0
1990-05-03,0.06089223655424751,0.06151995435357093,0.06026451875492409,0.06151995435357094,7228800,0.0,0.0
1990-05-04,0.060892230987397294,0.06214838847517967,0.060892230987397294,0.06214838847517967,5702400,0.0,0.0
1990-05-07,0.06214837114767608,0.06403152384844665,0.06214837114767608,0.06277608871459961,13536000,0.0,0.0
1990-05-08,0.06403151763591088,0.06403151763591088,0.062148365117849574,0.06340380012989044,14486400,0.0,0.0
1990-05-09,0.06340382395905289,0.06340382395905289,0.06151994872933391,0.06214838847517967,9676800,0.0,0.0
1990-05-10,0.06277611195619293,0.06277611195619293,0.06151995435357093,0.06151995435357094,2793600,0.0,0.0
1990-05-11,0.06403154170098951,0.06465925944292612,0.06151994872933391,0.06214838847517967,29923200,0.0,0.0
1990-05-14,0.06340382395905289,0.06340382395905289,0.06214838847517967,0.06214838847517967,15235200,0.0,0.0
1990-05-15,0.06340381045049714,0.06340381045049714,0.06214837523410179,0.06246223673224449,24134400,0.0,0.0
1990-05-16,0.06340382395905289,0.06340382395905289,0.06151994872933391,0.06214838847517967,18720000,0.0,0.0
1990-05-17,0.06277608871459961,0.06277608871459961,0.06214837114767608,0.06277608871459961,6595200,0.0,0.0
1990-05-18,0.062148394156869506,0.06277611195619293,0.06089223655424751,0.06151995435357094,45417600,0.0,0.0
1990-05-21,0.06089223655424751,0.06277611195619293,0.06089223655424751,0.06151995435357094,4032000,0.0,0.0
1990-05-22,0.06151995435357093,0.062148394156869506,0.06151995435357093,0.06151995435357094,22982400,0.0,0.0
1990-05-23,0.061519949512335165,0.06214838926617945,0.06089223176240921,0.06089223176240921,39715200,0.0,0.0
1990-05-24,0.06214838847517967,0.06214838847517967,0.060892230987397294,0.06214838847517967,8121600,0.0,0.0
1990-05-25,0.06026450172066688,0.06151993696445462,0.05963678409877301,0.060264501720666885,4003200,0.0,0.0
1990-05-29,0.0602644891700911,0.061519924152424174,0.05900905418775802,0.05963677167892456,20707200,0.0,0.0
1990-05-30,0.06026450298432673,0.06026450298432673,0.058381350079158116,0.059009067714214325,96278400,0.0,0.0
1990-05-31,0.05838136001965084,0.06277610621711628,0.05838136001965084,0.06214838847517967,102988800,0.0,0.0
1990-06-01,0.06214837114767608,0.06403152384844665,0.06151993157704471,0.06277608871459961,103132800,0.0,0.0
1990-06-04,0.06340381740862387,0.0646592527627945,0.06214838205445324,0.0646592527627945,48499200,0.0,0.0
1990-06-05,0.06403155382355512,0.06779786098821866,0.06403155382355512,0.0671701431274414,56131200,0.0,0.0
1990-06-06,0.06717010450854324,0.06717010450854324,0.06528695200891449,0.06654238700866699,23241600,0.0,0.0
1990-06-07,0.06717012347113574,0.06717012347113574,0.06403153508570918,0.0646592527627945,18144000,0.0,0.0
1990-06-08,0.06528695264795174,0.06528695264795174,0.06277608262387001,0.06340380012989044,6566400,0.0,0.0
1990-06-11,0.0615199404811098,0.06340381545825015,0.0615199404811098,0.06308995932340622,3686400,0.0,0.0
1990-06-12,0.06340382504931917,0.07030872032935569,0.06277610729658857,0.0690532848238945,133401600,0.0,0.0
1990-06-13,0.07030869889942788,0.07030869889942788,0.06968098133802414,0.06968098133802414,52099200,0.0,0.0
1990-06-14,0.07030870765447617,0.07093642529404516,0.06905327237533816,0.07030870765447617,54374400,0.0,0.0
1990-06-15,0.0690532848238945,0.07030872032935569,0.0690532848238945,0.0690532848238945,6537600,0.0,0.0
1990-06-18,0.07030867938807243,0.07030867938807243,0.06654237506483678,0.06779780983924866,11923200,0.0,0.0
1990-06-19,0.06528698954510964,0.0671701431274414,0.06528698954510964,0.0671701431274414,20851200,0.0,0.0
1990-06-20,0.06717009245204271,0.0684255272264546,0.06654237506483678,0.06779780983924866,30124800,0.0,0.0
1990-06-21,0.06717010121745978,0.06842553615570068,0.06654238374833935,0.06842553615570068,9936000,0.0,0.0
1990-06-22,0.06842553615570068,0.06842553615570068,0.06717010121745978,0.06842553615570068,806400,0.0,0.0
1990-06-25,0.06842555018604783,0.06842555018604783,0.06717011499038568,0.06748397648334503,3600000,0.0,0.0
1990-06-26,0.06717010450854324,0.0677978220084195,0.06528695200891449,0.06654238700866699,4665600,0.0,0.0
1990-06-27,0.06717010450854324,0.06717010450854324,0.06528695200891449,0.06654238700866699,3801600,0.0,0.0
1990-06-28,0.06528696541518264,0.06654240067273089,0.06277609490008615,0.06591468304395676,153648000,0.0,0.0
1990-06-29,0.06591466950879074,0.06654238700866699,0.06528695200891449,0.06654238700866699,48268800,0.0,0.0
1990-07-02,0.06654242526666415,0.06779786098821866,0.06528698954510964,0.0671701431274414,38131200,0.0,0.0
1990-07-03,0.06654242526666415,0.06779786098821866,0.06654242526666415,0.0671701431274414,2851200,0.0,0.0
1990-07-05,0.06654237987267786,0.06654237987267786,0.0652869450075579,0.06622852385044098,6508800,0.0,0.0
1990-07-06,0.0652869450075579,0.06622852385044098,0.0652869450075579,0.06622852385044098,2476800,0.0,0.0
1990-07-09,0.06622854455238777,0.06654240067273089,0.06528696541518264,0.06591468304395676,14630400,0.0,0.0
1990-07-10,0.06717009245204271,0.06779780983924866,0.06591465767763083,0.06779780983924866,41529600,0.0,0.0
1990-07-11,0.06779784931843331,0.06968100257662509,0.06717013156570271,0.0690532848238945,32515200,0.0,0.0
1990-07-12,0.06968097918296912,0.07219184935092926,0.06905326164097908,0.07219184935092926,16617600,0.0,0.0
1990-07-13,0.07093640146737404,0.07595886290073395,0.07093640146737404,0.07595886290073395,46627200,0.0,0.0
1990-07-16,0.07533114866435524,0.07595886611968274,0.0728195568394658,0.07407571375370026,79977600,0.0,0.0
1990-07-17,0.07344801785611256,0.07407573549568156,0.06842555473576917,0.07030870765447617,42019200,0.0,0.0
1990-07-18,0.06842555708081016,0.0721918630473008,0.06842555708081016,0.07156414538621902,23529600,0.0,0.0
1990-07-19,0.07093642529404516,0.07219186057318315,0.07030870765447617,0.07030870765447617,25804800,0.0,0.0
1990-07-20,0.07093642529404516,0.07093642529404516,0.06968099001490717,0.07030870765447617,60192000,0.0,0.0
1990-07-23,0.07030870644537561,0.07030870644537561,0.06591468304395676,0.06591468304395676,35913600,0.0,0.0
1990-07-24,0.06654241266873596,0.06654241266873596,0.05963679550352407,0.06214838847517967,51264000,0.0,0.0
1990-07-25,0.06089223773653875,0.06465926660959552,0.06089223773653875,0.06403154879808426,43718400,0.0,0.0
1990-07-26,0.06403151432970641,0.065914666750533,0.06403151432970641,0.06528694927692413,17740800,0.0,0.0
1990-07-27,0.06591468811696512,0.06591468811696512,0.0646592527627945,0.0646592527627945,8841600,0.0,0.0
1990-07-30,0.06465923180331527,0.06528694927692413,0.06340379685609757,0.06528694927692413,17856000,0.0,0.0
1990-07-31,0.0652869844211068,0.0652869844211068,0.06403154879808426,0.06403154879808426,9331200,0.0,0.0
1990-08-01,0.06403154879808426,0.06403154879808426,0.06277611317506172,0.06403154879808426,8409600,0.0,0.0
1990-08-02,0.06340380628152313,0.06340380628152313,0.06089221401012118,0.06277608871459961,6163200,0.0,0.0
1990-08-03,0.06214838926617945,0.06214838926617945,0.057753643012779445,0.06089223176240921,54460800,0.0,0.0
1990-08-06,0.06089221934256075,0.06151993696445462,0.05712591361119753,0.060264501720666885,62150400,0.0,0.0
1990-08-07,0.061519934059061594,0.06277609124729605,0.060264498874564115,0.06120607256889343,36115200,0.0,0.0
1990-08-08,0.06151993696445462,0.06214837659011956,0.06026450172066688,0.060264501720666885,21916800,0.0,0.0
1990-08-09,0.06089220810217092,0.06403151763591088,0.06026449059615049,0.06340380012989044,50803200,0.0,0.0
1990-08-10,0.06277609421201344,0.06403152945580118,0.05963678409877301,0.060264501720666885,35193600,0.0,0.0
