,ts_code,trade_date,close,open,high,low,pre_close,pct_change,vol,amount,vwap
559,AAPL,20171010,155.9,156.06,158.0,155.1,155.84,0.04,15617016,2433651139.43,155.83
560,AAPL,20171009,155.84,155.81,156.73,155.49,155.3,0.35,16262922,2537144471.71,156.01
561,AAPL,20171006,155.3,154.97,155.49,154.56,155.39,-0.06,17407559,2698904503.23,155.04
562,AAPL,20171005,155.39,154.18,155.44,154.05,153.48,1.24,21283770,3300225406.63,155.06
563,AAPL,20171004,153.48,153.63,153.86,152.46,154.48,-0.65,20163750,3092000161.88,153.34
564,AAPL,20171003,154.48,154.01,155.09,153.91,153.81,0.44,16230293,2508450374.51,154.55
565,AAPL,20171002,153.81,154.26,154.45,152.72,154.12,-0.2,18698844,2871987424.98,153.59
566,AAPL,20170929,154.12,153.21,154.13,152.0,153.28,0.55,26299809,4035424546.09,153.44
567,AAPL,20170928,153.28,153.89,154.28,152.7,154.23,-0.62,22005454,3371444824.67,153.21
568,AAPL,20170927,154.23,153.8,154.72,153.54,153.14,0.71,25504227,3933966059.65,154.25
569,AAPL,20170926,153.14,151.78,153.92,151.69,150.55,1.72,36660047,5603077958.02,152.84
570,AAPL,20170925,150.55,149.99,151.83,149.16,151.89,-0.88,44387336,6676814544.73,150.42
571,AAPL,20170922,151.89,152.02,152.27,150.56,153.39,-0.98,46645442,7062680130.56,151.41
572,AAPL,20170921,153.39,155.8,155.8,152.75,156.07,-1.72,37511661,5770306276.65,153.83
573,AAPL,20170920,156.07,157.9,158.26,153.83,158.73,-1.68,52951364,8243399510.75,155.68
574,AAPL,20170919,158.73,159.51,159.77,158.44,158.67,0.04,20810633,3309096880.37,159.01
575,AAPL,20170918,158.67,160.11,160.5,158.0,159.88,-0.76,28269434,4501172359.22,159.22
576,AAPL,20170915,159.88,158.47,160.97,158.0,158.28,1.01,49114602,7841343158.85,159.65
577,AAPL,20170914,158.28,158.99,159.4,158.09,159.65,-0.86,23760750,3771840856.88,158.74
578,AAPL,20170913,159.65,159.87,159.96,157.91,160.86,-0.75,44907360,7139291259.55,158.98
579,AAPL,20170912,160.86,162.61,163.96,158.77,161.5,-0.4,71714063,11578888786.46,161.46
580,AAPL,20170911,161.5,160.5,162.05,159.89,158.63,1.81,31580797,5095145045.24,161.34
581,AAPL,20170908,158.63,160.86,161.15,158.53,161.26,-1.63,28611536,4565079578.75,159.55
582,AAPL,20170907,161.26,162.09,162.24,160.36,161.91,-0.4,21928504,3539633549.45,161.42
583,AAPL,20170906,161.91,162.71,162.99,160.52,162.08,-0.1,21651727,3502441819.18,161.76
584,AAPL,20170905,162.08,163.75,164.25,160.56,164.05,-1.2,29536313,4796278110.92,162.39
585,AAPL,20170901,164.05,164.8,164.94,163.63,164.0,0.03,16591051,2723094177.95,164.13
586,AAPL,20170831,164.0,163.64,164.52,163.48,163.35,0.4,26785098,4392418579.77,163.99
587,AAPL,20170830,163.35,163.8,163.89,162.61,162.91,0.27,27269586,4451198433.72,163.23
588,AAPL,20170829,162.91,160.1,163.12,160.0,161.47,0.89,29516911,4788197882.13,162.22
589,AAPL,20170828,161.47,160.14,162.0,159.93,159.86,1.01,25965973,4187473003.63,161.27
590,AAPL,20170825,159.86,159.65,160.56,159.27,159.27,0.37,25480063,4075559008.91,159.95
591,AAPL,20170824,159.27,160.43,160.74,158.55,159.98,-0.44,19818918,3159769932.77,159.43
592,AAPL,20170823,159.98,159.07,160.47,158.88,159.78,0.13,19399083,3101399489.99,159.87
593,AAPL,20170822,159.78,158.23,160.0,158.02,157.21,1.63,21604586,3446763243.56,159.54
594,AAPL,20170821,157.21,157.5,157.89,155.11,157.5,-0.18,26368528,4130234383.28,156.63
595,AAPL,20170818,157.5,157.86,159.5,156.72,157.86,-0.23,27428071,4339263732.45,158.21
596,AAPL,20170817,157.86,160.52,160.71,157.84,160.95,-1.92,27940567,4440516359.13,158.93
597,AAPL,20170816,160.95,161.94,162.51,160.15,161.6,-0.4,27671614,4466425683.55,161.41
598,AAPL,20170815,161.6,160.66,162.2,160.14,159.85,1.09,29465489,4756363432.61,161.42
599,AAPL,20170814,159.85,159.32,160.21,158.75,157.48,1.5,22122735,3530076153.93,159.57
600,AAPL,20170811,157.48,156.6,158.57,156.07,155.32,1.39,26257098,4136209753.78,157.53
601,AAPL,20170810,155.32,159.9,160.0,154.63,161.06,-3.56,40804274,6421593430.93,157.38
602,AAPL,20170809,161.06,159.26,161.27,159.11,160.08,0.61,26131532,4193732240.1,160.49
603,AAPL,20170808,160.08,158.6,161.83,158.27,158.81,0.8,36205895,5812559553.91,160.54
604,AAPL,20170807,158.81,157.06,158.92,156.67,156.39,1.55,21870321,3455272550.2,157.99
605,AAPL,20170804,156.39,156.07,157.4,155.69,155.57,0.53,20559852,3216580827.06,156.45
606,AAPL,20170803,155.57,157.05,157.21,155.02,157.14,-1.0,27097297,4225143325.0,155.92
607,AAPL,20170802,157.14,159.28,159.75,156.16,150.05,4.73,69936813,11038477579.22,157.84
608,AAPL,20170801,150.05,149.1,150.22,148.41,148.73,0.89,35368645,5277277709.43,149.21
609,AAPL,20170731,148.73,149.9,150.33,148.13,149.5,-0.52,19845922,2955401120.25,148.92
610,AAPL,20170728,149.5,149.89,150.23,149.19,150.56,-0.7,17213653,2577131902.84,149.71
611,AAPL,20170727,150.56,153.75,153.99,147.3,153.46,-1.89,32476336,4903485382.59,150.99
612,AAPL,20170726,153.46,153.35,153.93,153.06,152.74,0.47,15780950,2422593602.11,153.51
613,AAPL,20170725,152.74,151.8,153.84,151.8,152.09,0.43,18853934,2887614043.57,153.16
614,AAPL,20170724,152.09,150.58,152.44,149.9,150.27,1.21,21493161,3257774509.92,151.57
615,AAPL,20170721,150.27,149.99,150.44,148.88,150.34,-0.05,26252629,3936054303.23,149.93
616,AAPL,20170720,150.34,151.5,151.74,150.19,151.02,-0.45,17243747,2599660400.22,150.76
617,AAPL,20170719,151.02,150.48,151.42,149.95,150.08,0.63,20922969,3156010182.48,150.84
618,AAPL,20170718,150.08,149.2,150.13,148.67,149.56,0.35,17868793,2670374966.7,149.44
619,AAPL,20170717,149.56,148.82,150.9,148.57,149.04,0.35,23793458,3566803766.99,149.91
620,AAPL,20170714,149.04,147.97,149.33,147.33,147.77,0.86,20132063,2988210365.24,148.43
621,AAPL,20170713,147.77,145.5,148.49,145.44,145.74,1.39,25199372,3716716106.77,147.49
622,AAPL,20170712,145.74,145.87,146.18,144.82,145.53,0.14,24884477,3619922722.01,145.47
623,AAPL,20170711,145.53,144.73,145.85,144.38,145.06,0.32,19781836,2872658878.41,145.22
624,AAPL,20170710,145.06,144.11,145.95,143.37,144.18,0.61,21090637,3056442670.56,144.92
625,AAPL,20170707,144.18,142.9,144.75,142.9,142.73,1.02,19201711,2766619004.13,144.08
626,AAPL,20170706,142.73,143.02,143.5,142.41,144.09,-0.94,24128782,3446811227.26,142.85
627,AAPL,20170705,144.09,143.69,144.79,142.72,143.5,0.41,21569559,3104989784.99,143.95
628,AAPL,20170703,143.5,144.88,145.3,143.1,144.02,-0.36,14277848,2055845916.75,143.99
629,AAPL,20170630,144.02,144.45,144.96,143.78,143.68,0.24,23024106,3324388500.25,144.39
630,AAPL,20170629,143.68,144.71,145.13,142.28,145.83,-1.47,31499368,4524062394.69,143.62
631,AAPL,20170628,145.83,144.49,146.11,143.16,143.73,1.46,22082434,3202922348.85,145.04
632,AAPL,20170627,143.73,145.01,146.16,143.62,145.82,-1.43,24761891,3586292159.23,144.83
633,AAPL,20170626,145.82,147.17,148.28,145.38,146.28,-0.31,25692360,3764048924.86,146.5
634,AAPL,20170623,146.28,145.13,147.16,145.11,145.63,0.45,35439391,5186239462.27,146.34
635,AAPL,20170622,145.63,145.77,146.7,145.12,145.87,-0.16,19106293,2785126241.24,145.77
636,AAPL,20170621,145.87,145.52,146.07,144.61,145.01,0.59,21265750,3095164201.33,145.55
637,AAPL,20170620,145.01,146.87,146.87,144.94,146.34,-0.91,24900075,3622211420.24,145.47
638,AAPL,20170619,146.34,143.66,146.74,143.66,142.27,2.86,32541403,4743456182.82,145.77
639,AAPL,20170616,142.27,143.78,144.5,142.2,144.29,-1.4,50361094,7204068882.84,143.05
640,AAPL,20170615,144.29,143.32,144.48,142.21,145.16,-0.6,32165372,4616615429.73,143.53
641,AAPL,20170614,145.16,147.5,147.5,143.84,146.59,-0.98,31531231,4584789184.19,145.4
642,AAPL,20170613,146.59,147.16,147.45,145.15,145.42,0.8,34165446,5000731758.33,146.37
643,AAPL,20170612,145.42,145.74,146.09,142.51,148.98,-2.39,72307313,10433447068.51,144.29
644,AAPL,20170609,148.98,155.19,155.19,146.02,154.99,-3.88,64882657,9745382218.49,150.2
645,AAPL,20170608,154.99,155.25,155.54,154.4,155.37,-0.24,21250797,3291705953.71,154.9
646,AAPL,20170607,155.37,155.02,155.98,154.48,154.45,0.6,21069649,3273300814.67,155.36
647,AAPL,20170606,154.45,153.9,155.81,153.78,153.93,0.34,26624926,4118301220.05,154.68
648,AAPL,20170605,153.93,154.34,154.45,153.46,155.45,-0.98,25331661,3898595824.39,153.9
649,AAPL,20170602,155.45,153.58,155.45,152.89,153.18,1.48,27770715,4294163443.88,154.63
650,AAPL,20170601,153.18,153.17,153.33,152.22,152.76,0.27,16404090,2508055932.73,152.89
651,AAPL,20170531,152.76,153.97,154.17,152.38,153.67,-0.59,24451165,3739690766.27,152.95
652,AAPL,20170530,153.67,153.42,154.43,153.33,153.61,0.04,20126852,3096810032.24,153.86
653,AAPL,20170526,153.61,154.0,154.24,153.31,153.87,-0.17,21927637,3370036602.89,153.69
654,AAPL,20170525,153.87,153.73,154.35,153.03,153.34,0.35,19235598,2958660221.25,153.81
655,AAPL,20170524,153.34,153.84,154.17,152.67,153.8,-0.3,19219153,2945689021.86,153.27
656,AAPL,20170523,153.8,154.9,154.9,153.31,153.99,-0.12,19918872,3064361297.3,153.84
657,AAPL,20170522,153.99,154.0,154.58,152.91,153.06,0.61,22966438,3531657343.18,153.77
658,AAPL,20170519,153.06,153.38,153.98,152.63,152.54,0.34,26960790,4134035430.73,153.34
659,AAPL,20170518,152.54,151.27,153.34,151.13,150.25,1.52,33568215,5118481423.2,152.48
660,AAPL,20170517,150.25,153.6,154.57,149.71,155.47,-3.36,50767680,7693156540.32,151.54
661,AAPL,20170516,155.47,155.94,156.06,154.72,155.7,-0.15,20048477,3113939471.88,155.32
662,AAPL,20170515,155.7,156.01,156.65,155.05,156.1,-0.26,26009719,4047133084.18,155.6
663,AAPL,20170512,156.1,154.7,156.42,154.67,153.95,1.4,32527016,5069761547.51,155.86
664,AAPL,20170511,153.95,152.45,154.07,152.31,153.26,0.45,27255059,4174954467.17,153.18
665,AAPL,20170510,153.26,153.63,153.94,152.11,153.99,-0.47,25805692,3950758802.77,153.1
666,AAPL,20170509,153.99,153.87,154.88,153.45,153.01,0.64,39130364,6031401698.54,154.14
667,AAPL,20170508,153.01,149.03,153.7,149.03,148.96,2.72,48752415,7411064239.53,152.01
668,AAPL,20170505,148.96,146.76,148.98,146.76,146.53,1.66,27327727,4051002129.48,148.24
669,AAPL,20170504,146.53,146.52,147.14,145.81,147.06,-0.36,23371872,3420284388.76,146.34
670,AAPL,20170503,147.06,145.59,147.49,144.27,147.51,-0.31,45697036,6681519003.48,146.21
671,AAPL,20170502,147.51,147.54,148.09,146.84,146.58,0.63,45352196,6688287893.78,147.47
672,AAPL,20170501,146.58,145.1,147.2,144.96,143.65,2.04,33602942,4915912157.24,146.29
673,AAPL,20170428,143.65,144.09,144.3,143.27,143.79,-0.1,20860360,2998511953.16,143.74
674,AAPL,20170427,143.79,143.92,144.16,143.31,143.68,0.08,14246348,2047003750.46,143.69
675,AAPL,20170426,143.68,144.47,144.6,143.38,144.53,-0.59,20041243,2887033243.87,144.05
676,AAPL,20170425,144.53,143.91,144.9,143.87,143.64,0.62,18871500,2727316917.32,144.52
677,AAPL,20170424,143.64,143.5,143.95,143.18,142.27,0.96,17134333,2461879984.55,143.68
678,AAPL,20170421,142.27,142.44,142.68,141.85,142.44,-0.12,17320930,2464280061.98,142.27
679,AAPL,20170420,142.44,141.22,142.92,141.16,140.68,1.25,23319563,3318690960.96,142.31
680,AAPL,20170419,140.68,141.88,142.0,140.45,141.2,-0.37,17328375,2447215528.2,141.23
681,AAPL,20170418,141.2,141.41,142.04,141.11,141.83,-0.44,14697543,2079423228.16,141.48
682,AAPL,20170417,141.83,141.48,141.88,140.87,141.05,0.55,16582094,2345051506.77,141.42
683,AAPL,20170413,141.05,141.91,142.38,141.05,141.8,-0.53,17822879,2527505245.9,141.81
684,AAPL,20170412,141.8,141.6,142.15,141.01,141.63,0.12,20350000,2880597648.5,141.55
685,AAPL,20170411,141.63,142.94,143.35,140.06,143.17,-1.08,30379375,4296849686.19,141.44
686,AAPL,20170410,143.17,143.6,143.88,142.9,143.34,-0.12,18933399,2714642348.52,143.38
687,AAPL,20170407,143.34,143.73,144.18,143.27,143.66,-0.22,16672200,2396168597.28,143.72
688,AAPL,20170406,143.66,144.29,144.52,143.45,144.02,-0.25,21149036,3044283394.19,143.94
689,AAPL,20170405,144.02,144.22,145.46,143.81,144.77,-0.52,27717856,4013956050.25,144.81
690,AAPL,20170404,144.77,143.25,144.89,143.17,143.7,0.74,19891356,2869811661.86,144.27
691,AAPL,20170403,143.7,143.71,144.12,143.05,143.66,0.03,19985715,2871087859.76,143.66
692,AAPL,20170331,143.66,143.72,144.27,143.01,143.93,-0.19,19661653,2827906255.13,143.83
693,AAPL,20170330,143.93,144.19,144.5,143.5,144.12,-0.13,21207254,3053530708.64,143.99
694,AAPL,20170329,144.12,143.68,144.49,143.19,143.8,0.22,29189954,4198954741.83,143.85
695,AAPL,20170328,143.8,140.91,144.04,140.62,140.88,2.07,33374805,4767901279.94,142.86
696,AAPL,20170327,140.88,139.39,141.22,138.62,140.64,0.17,23575094,3310157966.71,140.41
697,AAPL,20170324,140.64,141.5,141.74,140.35,140.92,-0.2,22395563,3159843956.98,141.09
698,AAPL,20170323,140.92,141.26,141.58,140.61,141.42,-0.35,20346301,2869129769.72,141.01
699,AAPL,20170322,141.42,139.85,141.6,139.76,139.84,1.13,25860165,3643071432.51,140.88
700,AAPL,20170321,139.84,142.11,142.8,139.73,141.46,-1.15,39529911,5579702279.53,141.15
701,AAPL,20170320,141.46,140.4,141.5,140.23,139.99,1.05,21542040,3038664368.52,141.06
702,AAPL,20170317,139.99,141.0,141.0,139.89,140.69,-0.5,43884954,6165076827.3,140.48
703,AAPL,20170316,140.69,140.72,141.02,140.26,140.46,0.16,19231997,2704738247.21,140.64
704,AAPL,20170315,140.46,139.41,140.75,139.03,138.99,1.06,25691774,3596380769.71,139.98
705,AAPL,20170314,138.99,139.3,139.65,138.84,139.2,-0.15,15309067,2129753004.75,139.12
706,AAPL,20170313,139.2,138.85,139.43,138.82,139.14,0.04,17421719,2423955193.52,139.13
707,AAPL,20170310,139.14,139.25,139.36,138.64,138.68,0.33,19612801,2727932919.54,139.09
708,AAPL,20170309,138.68,138.74,138.79,137.05,139.0,-0.23,22155903,3065085507.61,138.34
709,AAPL,20170308,139.0,138.95,139.8,138.82,139.52,-0.37,18707235,2604817850.08,139.24
710,AAPL,20170307,139.52,139.06,139.98,138.79,139.34,0.13,17446297,2433622524.85,139.49
711,AAPL,20170306,139.34,139.37,139.77,138.6,139.78,-0.31,21750043,3025996699.92,139.13
712,AAPL,20170303,139.78,138.78,139.83,138.59,138.96,0.59,21571122,3007122262.41,139.41
713,AAPL,20170302,138.96,140.0,140.28,138.76,139.79,-0.59,26210985,3653827297.7,139.4
714,AAPL,20170301,139.79,137.89,140.15,137.6,136.99,2.04,36414586,5075090290.59,139.37
715,AAPL,20170228,136.99,137.08,137.44,136.7,136.93,0.04,23482860,3218654723.04,137.06
716,AAPL,20170227,136.93,137.14,137.44,136.28,136.66,0.2,20257426,2775030350.12,136.99
717,AAPL,20170224,136.66,135.91,136.66,135.28,136.53,0.1,21776586,2961655111.62,136.0
718,AAPL,20170223,136.53,137.38,137.48,136.3,137.11,-0.42,20788188,2841880422.82,136.71
719,AAPL,20170222,137.11,136.43,137.12,136.11,136.7,0.3,20836934,2848046523.52,136.68
720,AAPL,20170221,136.7,136.23,136.75,135.98,135.72,0.72,24507157,3343465110.98,136.43
721,AAPL,20170217,135.72,135.1,135.83,135.1,135.35,0.28,22198196,3006761186.94,135.45
722,AAPL,20170216,135.35,135.67,135.9,134.84,135.51,-0.12,22584555,3054884022.89,135.26
723,AAPL,20170215,135.51,135.52,136.27,134.62,135.02,0.36,35623102,4824351208.42,135.43
724,AAPL,20170214,135.02,133.47,135.09,133.25,133.29,1.3,33226223,4464089587.69,134.35
725,AAPL,20170213,133.29,133.08,133.82,132.75,132.12,0.89,23035422,3075157657.55,133.5
726,AAPL,20170210,132.12,132.46,132.94,132.05,132.42,-0.23,20065458,2656014511.82,132.37
727,AAPL,20170209,132.42,131.65,132.45,131.12,132.04,0.29,28349860,3740764027.0,131.95
728,AAPL,20170208,132.04,131.35,132.22,131.22,131.53,0.39,23004071,3029238180.27,131.68
729,AAPL,20170207,131.53,130.54,132.09,130.45,130.29,0.95,38183840,5022603035.62,131.54
730,AAPL,20170206,130.29,129.13,130.5,128.9,129.08,0.94,26845926,3492746248.75,130.1
731,AAPL,20170203,129.08,128.31,129.19,128.16,128.53,0.43,24507301,3155060127.82,128.74
732,AAPL,20170202,128.53,127.98,129.39,127.78,128.75,-0.17,33710411,4329010412.74,128.42
733,AAPL,20170201,128.75,127.03,130.49,127.01,121.35,6.1,111985070,14402523036.28,128.61
734,AAPL,20170131,121.35,121.15,121.39,120.62,121.63,-0.23,49200993,5956975786.78,121.07
735,AAPL,20170130,121.63,120.93,121.63,120.66,121.95,-0.26,30377504,3681556031.02,121.19
736,AAPL,20170127,121.95,122.14,122.35,121.6,121.94,0.01,20562946,2507414996.45,121.94
737,AAPL,20170126,121.94,121.67,122.44,121.6,121.88,0.05,26337575,3211008929.68,121.92
738,AAPL,20170125,121.88,120.42,122.1,120.28,119.97,1.59,32586672,3959773032.61,121.52
739,AAPL,20170124,119.97,119.55,120.1,119.5,120.08,-0.09,23211040,2784584367.82,119.97
740,AAPL,20170123,120.08,120.0,120.81,119.77,120.0,0.07,22050219,2649042749.96,120.14
741,AAPL,20170120,120.0,120.45,120.45,119.73,119.78,0.18,32597891,3912235888.37,120.02
742,AAPL,20170119,119.78,119.4,120.09,119.37,119.99,-0.18,25597290,3066442713.92,119.8
743,AAPL,20170118,119.99,120.0,120.5,119.71,120.0,-0.01,23712961,2846247975.59,120.03
744,AAPL,20170117,120.0,118.34,120.24,118.22,119.04,0.81,34439844,4124515717.44,119.76
745,AAPL,20170113,119.04,119.11,119.62,118.81,119.25,-0.18,26111950,3109134219.33,119.07
746,AAPL,20170112,119.25,118.9,119.3,118.21,119.75,-0.42,27086219,3218590667.71,118.83
747,AAPL,20170111,119.75,118.74,119.93,118.6,119.11,0.54,27588594,3289901210.47,119.25
748,AAPL,20170110,119.11,118.77,119.38,118.3,118.99,0.1,24462051,2910233084.03,118.97
749,AAPL,20170109,118.99,117.95,119.43,117.94,117.91,0.92,33561950,3993422655.49,118.99
750,AAPL,20170106,117.91,116.78,118.16,116.47,116.61,1.11,31751899,3738326022.23,117.74
751,AAPL,20170105,116.61,115.92,116.86,115.81,116.02,0.51,22193586,2584685221.72,116.46
752,AAPL,20170104,116.02,115.85,116.51,115.75,116.15,-0.11,21118118,2452561292.36,116.14
753,AAPL,20170103,116.15,115.8,116.33,114.76,115.82,0.28,28781864,3326927319.81,115.59
754,AAPL,20161230,115.82,116.65,117.2,115.43,116.73,-0.78,30586266,3547089573.88,115.97
755,AAPL,20161229,116.73,116.45,117.11,116.4,116.76,-0.03,15039520,1755122511.66,116.7
756,AAPL,20161228,116.76,117.52,118.02,116.2,117.26,-0.43,20905891,2448174121.67,117.1
757,AAPL,20161227,117.26,116.52,117.8,116.49,116.52,0.64,18296856,2148806554.55,117.44
758,AAPL,20161223,116.52,115.59,116.52,115.59,116.29,0.2,14249485,1657407616.04,116.31
759,AAPL,20161222,116.29,116.35,116.51,115.64,117.06,-0.66,26085856,3028630748.51,116.1
760,AAPL,20161221,117.06,116.8,117.4,116.78,116.95,0.09,23783165,2784480873.07,117.08
761,AAPL,20161220,116.95,116.74,117.5,116.68,116.64,0.27,21424965,2507102483.63,117.02
762,AAPL,20161219,116.64,115.8,117.38,115.75,115.97,0.58,27779422,3243658931.74,116.76
763,AAPL,20161216,115.97,116.47,116.5,115.65,115.82,0.13,44351133,5147623565.38,116.07
764,AAPL,20161215,115.82,115.38,116.73,115.23,115.19,0.55,46524543,5400141390.89,116.07
765,AAPL,20161214,115.19,115.04,116.2,114.98,115.19,0.0,34031836,3934301788.85,115.61
766,AAPL,20161213,115.19,113.84,115.92,113.75,113.3,1.67,43733813,5041450717.96,115.28
767,AAPL,20161212,113.3,113.29,115.0,112.49,113.95,-0.57,26374379,2979714304.65,112.98
768,AAPL,20161209,113.95,112.31,114.7,112.31,112.12,1.63,34402629,3918026314.0,113.89
769,AAPL,20161208,112.12,110.86,112.43,110.6,111.03,0.98,27068317,3031042466.87,111.98
770,AAPL,20161207,111.03,109.26,111.19,109.16,109.95,0.98,29998719,3309995957.14,110.34
771,AAPL,20161206,109.95,109.5,110.36,109.19,109.11,0.77,26195461,2874090276.04,109.72
772,AAPL,20161205,109.11,110.0,110.03,108.25,109.9,-0.72,34324540,3746732920.69,109.16
773,AAPL,20161202,109.9,109.17,110.09,108.85,109.49,0.37,26527997,2908107795.93,109.62
774,AAPL,20161201,109.49,110.37,110.94,109.03,110.52,-0.93,37086864,4073169052.89,109.83
775,AAPL,20161130,110.52,111.6,112.2,110.27,111.46,-0.84,36162258,4008959132.18,110.86
776,AAPL,20161129,111.46,110.78,112.03,110.07,111.57,-0.1,28528750,3170882123.38,111.15
777,AAPL,20161128,111.57,111.43,112.47,111.39,111.79,-0.2,27193985,3040249451.42,111.8
778,AAPL,20161125,111.79,111.13,111.87,110.95,111.23,0.5,11475922,1279390983.74,111.48
779,AAPL,20161123,111.23,111.36,111.51,110.33,111.8,-0.51,27426395,3042857321.85,110.95
780,AAPL,20161122,111.8,111.95,112.42,111.4,111.73,0.06,25965536,2904182884.31,111.85
781,AAPL,20161121,111.73,110.12,111.99,110.01,110.06,1.52,29264571,3259365006.78,111.38
782,AAPL,20161118,110.06,109.72,110.54,109.66,109.95,0.1,28428918,3127368895.15,110.01
783,AAPL,20161117,109.95,109.81,110.35,108.83,109.99,-0.04,27632004,3027572361.47,109.57
784,AAPL,20161116,109.99,106.7,110.23,106.6,107.11,2.69,58840524,6424990989.29,109.19
785,AAPL,20161115,107.11,106.57,107.68,106.16,105.71,1.32,32264512,3453419458.76,107.03
786,AAPL,20161114,105.71,107.71,107.81,104.08,108.43,-2.51,51175504,5402014556.53,105.56
787,AAPL,20161111,108.43,107.12,108.87,106.55,107.79,0.59,34143899,3691139858.95,108.11
788,AAPL,20161110,107.79,111.09,111.09,105.83,110.88,-2.79,57134540,6179226768.33,108.15
789,AAPL,20161109,110.88,109.88,111.32,108.05,111.06,-0.16,59176360,6492475752.8,109.71
790,AAPL,20161108,111.06,110.31,111.72,109.7,110.41,0.59,24254180,2687632365.4,110.81
791,AAPL,20161107,110.41,110.08,110.51,109.46,108.84,1.44,32560000,3584035488.0,110.07
792,AAPL,20161104,108.84,108.53,110.25,108.11,109.83,-0.9,30836997,3369173508.1,109.26
793,AAPL,20161103,109.83,110.98,111.46,109.55,111.59,-1.58,26932602,2969979488.58,110.27
794,AAPL,20161102,111.59,111.4,112.35,111.23,111.49,0.09,28331711,3169309851.99,111.86
795,AAPL,20161101,111.49,113.46,113.77,110.53,113.54,-1.81,43825813,4899774540.05,111.8
796,AAPL,20161031,113.54,113.65,114.23,113.2,113.72,-0.16,26419399,3003597959.04,113.69
797,AAPL,20161028,113.72,113.87,115.21,113.45,114.48,-0.66,37861661,4325668266.09,114.25
798,AAPL,20161027,114.48,115.39,115.86,114.1,115.59,-0.96,34562047,3970249481.24,114.87
799,AAPL,20161026,115.59,114.31,115.7,113.31,118.25,-2.25,66134250,7580916170.1,114.63
800,AAPL,20161025,118.25,117.95,118.36,117.31,117.65,0.51,48128969,5670622508.14,117.82
801,AAPL,20161024,117.65,117.1,117.74,117.0,116.6,0.9,23538672,2763993251.59,117.42
802,AAPL,20161021,116.6,116.81,116.91,116.28,117.06,-0.39,23192665,2704401575.72,116.61
803,AAPL,20161020,117.06,116.86,117.38,116.33,117.12,-0.05,24125801,2821655010.43,116.96
804,AAPL,20161019,117.12,117.25,117.76,113.8,117.47,-0.3,20034594,2350009993.52,117.3
805,AAPL,20161018,117.47,118.18,118.21,117.45,117.55,-0.07,24553477,2894263445.04,117.88
806,AAPL,20161017,117.55,117.33,117.84,116.78,117.63,-0.07,23624895,2769697876.43,117.24
807,AAPL,20161014,117.63,117.88,118.17,117.13,116.98,0.56,35652192,4193082822.87,117.61
808,AAPL,20161013,116.98,116.79,117.44,115.72,117.34,-0.31,35192407,4103381867.59,116.6
809,AAPL,20161012,117.34,117.35,117.98,116.75,116.3,0.89,37586786,4412072628.98,117.38
810,AAPL,20161011,116.3,117.7,118.69,116.2,116.05,0.22,64041043,7508588788.51,117.25
811,AAPL,20161010,116.05,115.02,116.75,114.72,114.06,1.74,36235958,4206020338.89,116.07
812,AAPL,20161007,114.06,114.31,114.56,113.51,113.89,0.15,24358442,2778789384.35,114.08
813,AAPL,20161006,113.89,113.7,114.34,113.13,113.05,0.74,28779313,3277077635.65,113.87
814,AAPL,20161005,113.05,113.4,113.66,112.69,113.0,0.04,21453090,2426269393.18,113.1
815,AAPL,20161004,113.0,113.06,114.31,112.63,112.52,0.43,29736836,3374628333.47,113.48
816,AAPL,20161003,112.52,112.71,113.05,112.28,113.05,-0.47,21701762,2443490577.82,112.59
817,AAPL,20160930,113.05,112.46,113.37,111.8,112.18,0.78,36379106,4105775006.44,112.86
818,AAPL,20160929,112.18,113.16,113.8,111.8,113.95,-1.55,35886989,4037595249.48,112.51
819,AAPL,20160928,113.95,113.69,114.64,113.43,113.09,0.76,29641086,3379089732.22,114.0
820,AAPL,20160927,113.09,113.0,113.18,112.34,112.88,0.19,24607411,2777249248.58,112.86
821,AAPL,20160926,112.88,111.64,113.39,111.55,112.71,0.15,29869442,3371337036.04,112.87
822,AAPL,20160923,112.71,114.42,114.79,111.55,114.62,-1.67,52481153,5937917078.8,113.14
823,AAPL,20160922,114.62,114.35,114.94,114.0,113.55,0.94,31073985,3560693674.33,114.59
824,AAPL,20160921,113.55,113.85,113.99,112.44,113.57,-0.02,36003184,4074609944.74,113.17
825,AAPL,20160920,113.57,113.05,114.12,112.51,113.58,-0.01,34514270,3919726969.64,113.57
826,AAPL,20160919,113.58,115.19,116.18,113.25,114.92,-1.17,47023047,5374043033.31,114.29
827,AAPL,20160916,114.92,115.12,116.13,114.04,115.57,-0.56,79886938,9186398717.97,114.99
828,AAPL,20160915,115.57,113.86,115.73,113.49,111.77,3.4,90613188,10417110470.26,114.96
829,AAPL,20160914,111.77,108.73,113.03,108.6,107.95,3.54,112340320,12534449842.22,111.58
830,AAPL,20160913,107.95,107.51,108.79,107.24,105.44,2.38,62176192,6723590397.64,108.14
831,AAPL,20160912,105.44,102.65,105.72,102.53,103.13,2.24,45292770,4742053374.91,104.7
832,AAPL,20160909,103.13,104.64,105.72,103.13,105.52,-2.26,46556985,4846331196.35,104.09
833,AAPL,20160908,105.52,107.25,107.27,105.24,108.36,-2.62,53002028,5612776959.93,105.9
834,AAPL,20160907,108.36,107.83,108.76,107.07,107.7,0.61,42364329,4565752011.48,107.77
