epoch,accuracy,loss,val_accuracy,val_loss
0,0.5079997,0.6935270492194094,0.50399727,0.6934233310825547
1,0.5110176,0.692833760021633,0.5105004,0.6927394178012098
2,0.5124396,0.6927456773994309,0.51487553,0.6925146330342677
3,0.5123998,0.692705608098449,0.51398057,0.6924983270649466
4,0.51412505,0.6926543551320817,0.5138414,0.6923921154854207
5,0.5153034,0.6925952942559654,0.51415956,0.6923903765195537
6,0.51516914,0.6925316933830908,0.51067936,0.6927989129898381
7,0.5149106,0.692549840703115,0.5128868,0.6924664423636611
8,0.5139908,0.692536594994163,0.5096253,0.6931751339183901
9,0.51450294,0.6924925690604511,0.51867396,0.692267046145613
10,0.5150747,0.6924890229699293,0.5161085,0.6923533518457933
11,0.5141648,0.6925052079359643,0.51648635,0.6921862987125037
12,0.5161237,0.6923498024406215,0.51479596,0.692216094524894
13,0.51660603,0.6923389418207229,0.51370215,0.6925349191297031
14,0.51733685,0.6923051958206627,0.5152733,0.6922774654746805
15,0.5165861,0.6922397266871804,0.5164665,0.6921501143926387
16,0.5168894,0.6922572950966623,0.5167449,0.6920661318843627
17,0.5172325,0.6922326282484966,0.5170034,0.6922409115311032
18,0.51781917,0.6922421340128451,0.5184353,0.6920291317238481
19,0.51814234,0.6921833688223762,0.5182364,0.6920015670151104
20,0.5189478,0.6921507899972625,0.5187932,0.6920431696489558
21,0.51820695,0.692117393328571,0.5188728,0.6920040177470147
22,0.51822186,0.6920723403488526,0.5162875,0.6920406079104536
23,0.51840085,0.6921066720813375,0.5173415,0.6920267057043301
24,0.51804787,0.6920300092410849,0.51837564,0.6919202330658482
25,0.5186246,0.6919899005569176,0.5181171,0.6920891985926629
26,0.51903725,0.6919950532073482,0.5199467,0.6919009238351131
27,0.51760536,0.6919901329300402,0.5185944,0.6919522987953206
28,0.5183909,0.6919577716726075,0.5205831,0.6918764206174165
29,0.5196488,0.6919419140775243,0.52000636,0.6918703130118252
30,0.5197184,0.6919146757612525,0.5193501,0.6919726201433639
31,0.51900744,0.6918841547407735,0.52151775,0.6918811560359891
32,0.51944,0.6919087533641848,0.5204837,0.6918580033369294
33,0.5191914,0.6918071325372508,0.5224525,0.6919155138677424
34,0.51983273,0.6918392056682273,0.51927054,0.6920341523684974
35,0.520847,0.6918019293100569,0.5191512,0.6919127922715838
36,0.5207625,0.6917836967834725,0.5174409,0.6919499686287578
37,0.5206879,0.6917173284559051,0.52044386,0.6918174208950649
38,0.5214088,0.6916743173954953,0.5185148,0.6921201910544728
39,0.5204642,0.6917183500823377,0.52072227,0.69195944985914
40,0.52135414,0.6916346522249817,0.5193302,0.6920663933510827
41,0.52150327,0.6916209995216747,0.51775914,0.692199093394059
42,0.5200217,0.6916620979430844,0.5180574,0.6922120710477919
43,0.5225374,0.6915790776901256,0.51821655,0.6921268185447579
44,0.5214983,0.6915982846980652,0.5190518,0.6920770523315037
45,0.52159774,0.6915848048070952,0.5193501,0.6920420681839484
46,0.52200544,0.6915103672294366,0.5188728,0.692092560349629
47,0.5216773,0.6914995124202885,0.5185546,0.6920650768949521
