epoch,accuracy,loss,val_accuracy,val_loss
0,0.5048923,0.6931643762027673,0.5056877,0.6929804249743309
1,0.5088897,0.692847935385473,0.513205,0.6926235966879298
2,0.51159436,0.6927419176861848,0.51360273,0.6927788376134882
3,0.5129517,0.6927222875780829,0.513563,0.6925602439109678
4,0.5124744,0.6926253510185774,0.5121311,0.6925874918488271
5,0.51227057,0.6926260908864348,0.51254874,0.6925084160626167
6,0.51281744,0.6926588267689519,0.5115941,0.692563867826904
7,0.5133942,0.6925246030536165,0.51533294,0.692388939834724
8,0.5152487,0.6924772145445486,0.50831276,0.6931609049322079
9,0.51548237,0.6924318762180987,0.5154522,0.6923330860674292
10,0.5158304,0.6924050117078114,0.51640683,0.692348133435673
11,0.51759046,0.6923664331535729,0.5137817,0.6924686484656996
12,0.5155172,0.6923822816212024,0.5184353,0.6923282565929072
13,0.5169242,0.6922989369927562,0.51722217,0.6923758801493343
14,0.5184058,0.6921535145825566,0.516546,0.6924256746784693
15,0.5170137,0.6922361573240219,0.51863414,0.6923014189271273
16,0.51846546,0.6921724247194652,0.51730174,0.6923551140020442
17,0.5184058,0.6921378451943874,0.5151738,0.6924632200761586
18,0.5182915,0.69217553845672,0.517779,0.6922687000690084
19,0.5177943,0.6920856083726512,0.5193501,0.6921673769664863
20,0.51848537,0.6920491785194491,0.51262826,0.6927251040997155
21,0.5204791,0.6919788739927946,0.51710284,0.692326643754091
22,0.5195543,0.6919003333543376,0.51481587,0.6924779560360929
23,0.5200515,0.6918417139245662,0.5160886,0.6924682250740553
24,0.51995206,0.6919148137683556,0.5159096,0.6924487801385603
25,0.5194052,0.6919424315128861,0.517083,0.6923208485145802
26,0.51977307,0.691830325231673,0.51728183,0.6923357729183139
27,0.51941514,0.6918127387356076,0.51632726,0.692547734863253
28,0.52096635,0.6917152879460174,0.51712275,0.6925406257422136
29,0.52077246,0.6918052402998883,0.51620793,0.6924893771508706
